host_response_time,host_listings_count,host_has_profile_pic,neighbourhood,property_type,room_type,accommodates,square_feet,price,minimum_nights,availability_365,number_of_reviews,review_scores_rating,amenities_count,amenities_premium_count,professionalism
within a few hours,1.0,t,Gràcia,Apartment,Private room,1,,25,7,227,4,95.0,19,6,0.6375
within an hour,1.0,t,Ciutat Vella,Apartment,Private room,2,,58,1,357,32,93.0,14,2,0.8
within an hour,3.0,t,Ciutat Vella,Apartment,Private room,2,,80,3,89,6,80.0,9,1,0.55
within a few hours,12.0,t,Ciutat Vella,Apartment,Entire home/apt,3,,95,32,136,0,,21,0,0.6875
within an hour,1.0,t,Sant Martí,Apartment,Private room,2,,50,1,6,4,93.0,13,1,0.4
within an hour,1.0,t,Ciutat Vella,Apartment,Private room,2,,35,2,0,5,64.0,5,1,0.4
,1.0,t,Ciutat Vella,Apartment,Private room,1,,50,2,0,3,87.0,7,1,0.15000000000000002
within an hour,1.0,t,Sant Martí,Apartment,Private room,3,,34,1,317,38,89.0,14,1,0.8
within a few hours,17.0,t,Sants-Montjuïc,Apartment,Entire home/apt,4,,45,2,103,107,84.0,15,1,0.6875
within an hour,2.0,t,Eixample,Apartment,Private room,2,,21,4,45,100,96.0,22,4,0.45
within an hour,1.0,t,Eixample,Apartment,Entire home/apt,6,,180,2,193,129,98.0,54,12,0.6
within a few hours,10.0,t,Les Corts,Apartment,Private room,1,,11,150,200,1,20.0,7,1,0.6375
within an hour,4.0,t,Gràcia,Apartment,Entire home/apt,6,,121,3,322,28,86.0,33,4,0.85
,2.0,t,Ciutat Vella,Apartment,Private room,1,,30,3,0,7,97.0,25,4,0.2
within an hour,2.0,t,Sants-Montjuïc,Apartment,Entire home/apt,6,,100,3,295,27,90.0,18,1,0.75
within an hour,50.0,t,Ciutat Vella,Apartment,Entire home/apt,3,,58,32,37,0,,22,1,0.55
within an hour,1.0,t,Ciutat Vella,Apartment,Entire home/apt,2,,70,30,118,0,,14,0,0.6
a few days or more,1.0,t,Nou Barris,Apartment,Private room,2,,50,1,363,0,,12,4,0.6125
within an hour,2.0,t,Gràcia,Apartment,Private room,1,,23,31,63,63,97.0,8,2,0.55
,1.0,t,Sant Martí,Condominium,Private room,1,,35,2,8,1,80.0,24,4,0.15000000000000002
within a day,1.0,t,Sants-Montjuïc,Apartment,Private room,2,,55,2,36,24,99.0,25,5,0.275
,0.0,t,Sant Andreu,Apartment,Entire home/apt,3,,70,30,166,0,,9,1,0.3
,2.0,t,Ciutat Vella,Apartment,Private room,2,,60,2,0,0,,13,3,0.2
within an hour,12.0,t,Ciutat Vella,Apartment,Private room,3,,49,3,45,13,86.0,36,2,0.55
within an hour,1.0,t,Sants-Montjuïc,Loft,Entire home/apt,2,,100,7,174,63,93.0,31,2,0.6
within an hour,7.0,t,Gràcia,Apartment,Entire home/apt,4,,151,3,0,145,93.0,39,3,0.5
within an hour,1.0,t,Eixample,Apartment,Private room,2,,60,2,190,8,94.0,10,1,0.6
within a few hours,1.0,t,Gràcia,Bed and breakfast,Private room,1,,50,2,125,12,98.0,22,0,0.5375
within an hour,8.0,t,Sants-Montjuïc,Loft,Entire home/apt,4,,126,5,274,124,96.0,43,13,0.8
,1.0,t,Sant Martí,Apartment,Private room,2,,60,2,0,0,,13,1,0.15000000000000002
within a few hours,58.0,t,Sarrià-Sant Gervasi,Apartment,Entire home/apt,10,,120,3,297,1,80.0,38,5,0.8375
within an hour,1.0,t,Sant Andreu,Loft,Entire home/apt,4,,79,32,126,0,,34,4,0.6
within an hour,1.0,t,Sants-Montjuïc,Loft,Entire home/apt,4,,99,2,284,166,96.0,33,2,0.7
within an hour,4.0,t,Eixample,Other,Private room,2,,75,1,168,2,100.0,12,2,0.65
within an hour,2.0,t,Ciutat Vella,Apartment,Private room,2,,30,3,255,81,92.0,10,1,0.75
within an hour,1.0,t,Ciutat Vella,Apartment,Private room,2,,15,2,201,121,95.0,36,6,0.7
within a few hours,1.0,t,Ciutat Vella,Apartment,Entire home/apt,6,,110,1,213,369,94.0,59,20,0.6375
within an hour,2.0,t,Horta-Guinardó,Condominium,Entire home/apt,6,,119,2,69,11,96.0,23,2,0.55
within a day,1.0,t,Gràcia,Apartment,Private room,2,,55,1,66,162,97.0,13,2,0.375
within an hour,1.0,t,Ciutat Vella,Apartment,Private room,3,,30,1,199,106,96.0,31,3,0.6
,1.0,t,Ciutat Vella,Apartment,Private room,2,,32,2,0,0,,3,1,0.15000000000000002
within an hour,126.0,t,Ciutat Vella,Loft,Entire home/apt,2,,44,32,204,0,,7,1,0.9
within a day,2.0,t,Sant Martí,Apartment,Private room,1,,23,31,252,0,,16,2,0.625
within a few hours,21.0,t,Gràcia,Apartment,Entire home/apt,6,,50,32,195,0,,22,1,0.6875
within an hour,11.0,t,Eixample,Hostel,Private room,4,,250,1,346,0,,13,1,0.95
within an hour,2.0,t,Horta-Guinardó,Apartment,Private room,1,,25,3,313,70,87.0,13,3,0.85
within an hour,3.0,t,Eixample,Apartment,Entire home/apt,12,2799.0,300,4,275,151,99.0,50,16,0.75
within a few hours,1.0,t,Ciutat Vella,Guest suite,Private room,3,,76,4,226,59,97.0,20,2,0.6375
within an hour,8.0,t,Sants-Montjuïc,Apartment,Entire home/apt,4,,75,1,287,57,96.0,42,12,0.8
within an hour,2.0,t,Sants-Montjuïc,Apartment,Private room,3,,26,3,27,107,92.0,3,2,0.45
within a day,14.0,t,Eixample,Apartment,Private room,2,,35,31,91,5,100.0,25,0,0.525
within an hour,126.0,t,Gràcia,Apartment,Private room,1,,25,32,36,0,,8,1,0.6
within an hour,1.0,t,Sants-Montjuïc,Apartment,Private room,2,,60,3,328,0,,15,1,0.8
within an hour,2.0,t,Eixample,Apartment,Private room,1,,45,2,29,237,95.0,27,4,0.45
within a few hours,2.0,t,Eixample,Apartment,Private room,2,161.0,35,4,142,40,90.0,49,19,0.5875
,1.0,t,Eixample,Apartment,Private room,2,,125,2,0,0,,12,1,0.15000000000000002
within a day,5.0,t,Eixample,Apartment,Entire home/apt,9,,395,3,11,1,100.0,32,1,0.325
within an hour,13.0,t,Sarrià-Sant Gervasi,Apartment,Private room,1,,25,3,80,5,80.0,13,2,0.65
within an hour,1.0,t,Les Corts,Apartment,Private room,2,,37,2,264,48,90.0,13,1,0.7
within an hour,2.0,t,Ciutat Vella,Apartment,Private room,2,,50,1,0,55,92.0,16,2,0.45
within an hour,38.0,t,Ciutat Vella,Apartment,Entire home/apt,2,,243,1,282,17,81.0,22,1,0.8500000000000001
within an hour,14.0,t,Eixample,Apartment,Private room,2,,35,1,40,142,97.0,43,12,0.55
within an hour,5.0,t,Eixample,Apartment,Private room,3,,45,1,72,18,91.0,19,1,0.55
within an hour,520.0,t,Eixample,Apartment,Entire home/apt,5,,90,1,280,3,93.0,10,1,0.9
within a day,72.0,t,Eixample,Apartment,Entire home/apt,5,,85,3,94,9,87.0,19,1,0.575
within an hour,62.0,t,Eixample,Serviced apartment,Entire home/apt,4,,150,2,336,0,,30,3,1.0
within a few hours,2.0,t,Eixample,Apartment,Private room,1,,17,60,282,0,,14,2,0.6875
,1.0,t,Gràcia,Apartment,Private room,2,,50,2,0,30,99.0,28,2,0.15000000000000002
within an hour,4.0,t,Eixample,Apartment,Entire home/apt,4,,100,5,49,60,100.0,42,7,0.45
a few days or more,1.0,t,Sants-Montjuïc,Apartment,Entire home/apt,4,,93,3,131,3,93.0,35,8,0.4125
within a day,1.0,t,Horta-Guinardó,Apartment,Private room,1,,25,2,345,26,98.0,18,5,0.675
within an hour,1.0,t,Sants-Montjuïc,Apartment,Private room,2,,80,1,353,6,100.0,49,12,0.8
within a day,3.0,t,Sants-Montjuïc,Apartment,Private room,2,,28,10,130,42,92.0,17,2,0.525
within an hour,1.0,t,Gràcia,Apartment,Entire home/apt,5,,139,3,332,5,95.0,6,1,0.8
within a day,4.0,t,Sant Andreu,Apartment,Entire home/apt,6,,300,2,337,0,,40,10,0.725
within an hour,14.0,t,Sarrià-Sant Gervasi,Apartment,Entire home/apt,4,,110,1,217,43,92.0,23,4,0.8500000000000001
within a few hours,2.0,t,Gràcia,Apartment,Private room,2,,75,1,365,5,100.0,22,0,0.7875
within a day,0.0,t,Eixample,Apartment,Private room,2,,45,2,54,0,,9,2,0.325
within an hour,18.0,t,Ciutat Vella,Apartment,Entire home/apt,3,,52,32,180,2,90.0,24,4,0.75
,1.0,t,Sant Martí,Apartment,Private room,2,,25,5,0,30,93.0,10,1,0.15000000000000002
within a day,1.0,t,Gràcia,Apartment,Private room,2,,50,1,161,13,100.0,10,2,0.475
within an hour,7.0,t,Eixample,Apartment,Entire home/apt,4,,103,1,277,39,88.0,29,1,0.8
,1.0,t,Eixample,Apartment,Private room,2,,65,2,0,79,92.0,29,3,0.15000000000000002
within an hour,3.0,t,Eixample,Apartment,Entire home/apt,4,,90,4,43,137,95.0,35,5,0.45
within a day,21.0,t,Eixample,Apartment,Entire home/apt,9,,400,1,304,61,93.0,29,3,0.825
within an hour,49.0,t,Eixample,Apartment,Entire home/apt,4,,104,1,319,2,90.0,21,1,0.95
,1.0,t,Ciutat Vella,Apartment,Entire home/apt,2,,50,32,268,5,100.0,18,1,0.45
within an hour,4.0,t,Ciutat Vella,Apartment,Entire home/apt,4,,100,1,287,3,80.0,13,1,0.75
within a day,2.0,t,Sant Andreu,Apartment,Private room,1,,39,3,180,0,,10,2,0.525
within a few hours,11.0,t,Sant Martí,Guesthouse,Private room,1,,25,31,180,0,,14,1,0.6875
,4.0,t,Eixample,Apartment,Private room,2,,50,1,138,8,80.0,18,4,0.4
within an hour,2.0,t,Eixample,Apartment,Entire home/apt,4,,120,30,251,0,,12,1,0.75
within an hour,9.0,t,Eixample,Apartment,Private room,1,,9,1,0,10,92.0,11,1,0.5
,1.0,t,Gràcia,Apartment,Private room,2,,41,1,0,39,88.0,11,2,0.15000000000000002
,1.0,t,Ciutat Vella,Apartment,Private room,2,,45,2,0,58,93.0,15,2,0.15000000000000002
,1.0,t,Eixample,Apartment,Private room,2,,25,2,0,7,,8,1,0.15000000000000002
,1.0,t,Sants-Montjuïc,Apartment,Private room,1,,30,2,0,1,,8,1,0.15000000000000002
within an hour,12.0,t,Eixample,Apartment,Private room,2,,50,2,232,18,90.0,13,1,0.8500000000000001
within an hour,6.0,t,Eixample,Condominium,Entire home/apt,4,,50,32,344,0,,7,1,0.9
within an hour,3.0,t,Eixample,Apartment,Private room,2,,70,2,286,33,98.0,27,1,0.75
within an hour,106.0,t,Ciutat Vella,Apartment,Entire home/apt,4,,91,33,0,0,,24,2,0.6
within an hour,15.0,t,Eixample,Apartment,Entire home/apt,5,,168,3,7,15,92.0,16,2,0.55
within an hour,29.0,t,Sants-Montjuïc,Apartment,Entire home/apt,5,,109,2,264,2,80.0,28,1,0.8500000000000001
within an hour,1.0,t,Sant Martí,Condominium,Entire home/apt,3,,145,3,18,3,100.0,13,2,0.4
within an hour,6.0,t,Ciutat Vella,Apartment,Private room,2,,33,32,312,1,100.0,13,1,0.9
within a few hours,2.0,t,Sants-Montjuïc,Apartment,Entire home/apt,4,,15,20,167,28,89.0,29,0,0.5875
within a few hours,12.0,t,Ciutat Vella,Apartment,Entire home/apt,1,,70,32,160,103,86.0,24,2,0.6875
within an hour,24.0,t,Horta-Guinardó,Apartment,Entire home/apt,5,,75,1,83,11,92.0,26,2,0.65
within an hour,4.0,t,Sarrià-Sant Gervasi,Apartment,Private room,2,,39,7,360,5,84.0,10,1,0.85
within an hour,2.0,t,Ciutat Vella,Apartment,Private room,1,,21,2,28,127,95.0,15,4,0.45
within an hour,2.0,t,Eixample,Loft,Entire home/apt,4,,84,4,250,204,92.0,18,1,0.75
within an hour,1.0,t,Eixample,Apartment,Entire home/apt,5,1292.0,180,2,270,195,95.0,39,2,0.7
within an hour,3.0,t,Ciutat Vella,Apartment,Entire home/apt,9,,140,30,248,0,,15,0,0.75
within an hour,23.0,t,Ciutat Vella,Apartment,Entire home/apt,2,,46,31,64,7,86.0,19,1,0.65
,1.0,t,Les Corts,Apartment,Private room,2,,30,3,0,1,80.0,19,3,0.15000000000000002
within an hour,17.0,t,Eixample,Apartment,Entire home/apt,5,,75,2,266,14,87.0,43,12,0.8500000000000001
,1.0,t,Eixample,Apartment,Entire home/apt,2,,100,6,3,47,98.0,18,1,0.15000000000000002
within an hour,16.0,t,Eixample,Apartment,Entire home/apt,7,,200,6,297,33,90.0,24,1,0.8500000000000001
a few days or more,1.0,t,Sants-Montjuïc,Apartment,Shared room,2,,50,1,180,1,,13,1,0.4125
within an hour,8.0,t,Eixample,Apartment,Private room,2,,26,1,356,11,84.0,28,0,0.9
within an hour,50.0,t,Sarrià-Sant Gervasi,Apartment,Entire home/apt,4,,122,3,322,28,91.0,31,0,0.95
within a day,72.0,t,Eixample,Apartment,Entire home/apt,6,,150,32,57,0,,19,0,0.575
within an hour,206.0,t,Horta-Guinardó,Apartment,Entire home/apt,8,,400,3,314,10,80.0,26,2,1.0
within an hour,7.0,t,Gràcia,Hostel,Shared room,1,,500,1,356,0,,16,3,0.9
within a few hours,4.0,t,Eixample,Apartment,Private room,2,,62,3,81,22,88.0,17,2,0.48750000000000004
within a few hours,3.0,t,Les Corts,House,Entire home/apt,14,1722.0,200,2,95,32,95.0,28,0,0.48750000000000004
within an hour,2.0,t,Ciutat Vella,Loft,Private room,1,,40,3,108,225,92.0,30,5,0.65
,1.0,t,Ciutat Vella,Apartment,Entire home/apt,3,,60,32,241,7,100.0,14,1,0.45
within an hour,2.0,t,Ciutat Vella,Apartment,Private room,3,,50,2,345,47,90.0,21,0,0.85
within an hour,1.0,t,Sant Martí,Apartment,Entire home/apt,5,,189,2,101,206,97.0,58,19,0.6
within an hour,8.0,t,Ciutat Vella,Apartment,Entire home/apt,4,,56,180,216,3,100.0,40,6,0.8
within an hour,1.0,t,Eixample,Apartment,Entire home/apt,8,,320,3,316,14,80.0,30,2,0.8
within a few hours,1.0,t,Eixample,Apartment,Private room,2,,45,31,37,0,,11,1,0.3375
within an hour,1.0,t,Ciutat Vella,Apartment,Entire home/apt,4,,500,1,278,7,89.0,15,2,0.7
within a few hours,24.0,t,Sants-Montjuïc,Apartment,Entire home/apt,5,,46,31,351,1,100.0,16,1,0.8875
within an hour,1.0,t,Sant Martí,Apartment,Private room,2,,50,1,87,10,96.0,8,1,0.5
within an hour,2.0,t,Sant Martí,Apartment,Private room,2,,85,2,312,2,40.0,11,1,0.85
within an hour,11.0,t,Eixample,Apartment,Private room,2,,50,2,330,15,84.0,12,1,0.95
,1.0,t,Eixample,Apartment,Private room,1,,25,2,0,1,80.0,20,3,0.15000000000000002
within an hour,1.0,t,Sants-Montjuïc,Apartment,Entire home/apt,2,,70,1,254,15,91.0,13,1,0.7
,2.0,t,Ciutat Vella,Apartment,Private room,2,,50,2,0,6,90.0,9,1,0.2
within an hour,6.0,t,Sants-Montjuïc,Apartment,Entire home/apt,4,,54,32,313,0,,13,1,0.9
,1.0,t,Gràcia,Apartment,Private room,2,,47,3,0,3,100.0,31,6,0.15000000000000002
within a day,9.0,t,Eixample,Apartment,Entire home/apt,4,,390,3,365,37,93.0,29,4,0.775
within an hour,8.0,t,Ciutat Vella,Apartment,Private room,2,,50,1,180,6,97.0,26,2,0.7
within a day,72.0,t,Ciutat Vella,Apartment,Entire home/apt,3,,70,32,333,0,,17,0,0.875
within an hour,33.0,t,Eixample,Apartment,Entire home/apt,6,861.0,90,1,88,27,86.0,17,2,0.65
within a day,3.0,t,Eixample,Apartment,Entire home/apt,4,,230,1,347,1,100.0,20,2,0.725
within an hour,22.0,t,Ciutat Vella,Apartment,Entire home/apt,8,,100,1,132,99,95.0,58,21,0.75
within an hour,1.0,t,Horta-Guinardó,Apartment,Private room,2,,26,4,0,22,90.0,26,4,0.4
within an hour,15.0,t,Sants-Montjuïc,Hostel,Shared room,1,,30,1,100,77,96.0,38,8,0.65
,1.0,t,Gràcia,Apartment,Private room,2,,30,3,0,5,100.0,9,1,0.15000000000000002
within an hour,21.0,t,Eixample,Serviced apartment,Entire home/apt,2,,185,2,170,9,98.0,30,2,0.75
,1.0,t,Ciutat Vella,Apartment,Entire home/apt,5,,220,32,114,18,95.0,19,1,0.35
within an hour,2.0,t,Eixample,Apartment,Private room,2,,69,1,270,166,97.0,18,5,0.75
within a few hours,5.0,t,Sant Andreu,Apartment,Entire home/apt,6,,60,32,296,0,,23,3,0.6875
within an hour,131.0,t,Eixample,Apartment,Entire home/apt,5,,261,1,319,8,85.0,17,1,1.0
within an hour,4.0,t,Sants-Montjuïc,Barn,Private room,2,,50,3,221,14,96.0,17,2,0.75
within an hour,1.0,t,Gràcia,Apartment,Private room,2,,59,4,0,12,87.0,16,3,0.4
within an hour,1.0,t,Ciutat Vella,Loft,Entire home/apt,10,,450,2,221,157,98.0,84,45,0.7
within an hour,20.0,t,Eixample,Apartment,Entire home/apt,5,,80,1,295,99,93.0,41,5,0.8500000000000001
within an hour,1.0,t,Ciutat Vella,Apartment,Entire home/apt,5,,130,3,326,1,100.0,11,1,0.8
within an hour,2.0,t,Gràcia,Apartment,Entire home/apt,6,915.0,60,2,212,308,92.0,29,2,0.75
within a few hours,1.0,t,Ciutat Vella,Apartment,Entire home/apt,4,,100,3,176,8,85.0,28,5,0.5375
within an hour,3.0,t,Sants-Montjuïc,Guest suite,Private room,2,,69,2,287,10,98.0,39,13,0.75
within an hour,24.0,t,Ciutat Vella,Apartment,Entire home/apt,2,,35,31,312,2,100.0,14,1,0.95
within a day,5.0,t,Eixample,Apartment,Private room,2,,40,2,358,0,,3,1,0.725
within an hour,2.0,t,Sants-Montjuïc,Apartment,Private room,2,,33,1,154,11,84.0,38,11,0.65
within an hour,2.0,t,Ciutat Vella,Apartment,Private room,2,,55,3,57,45,88.0,17,0,0.55
within an hour,3.0,t,Nou Barris,Apartment,Private room,2,,9,30,80,0,,10,0,0.55
within a day,3.0,t,Horta-Guinardó,Apartment,Entire home/apt,5,,69,30,286,0,,11,2,0.625
within an hour,1.0,t,Ciutat Vella,Apartment,Private room,2,,48,3,12,86,94.0,34,5,0.4
within a few hours,9.0,t,Ciutat Vella,Loft,Entire home/apt,2,,43,32,73,3,87.0,38,12,0.5375
,2.0,t,Eixample,Boutique hotel,Private room,2,,250,1,313,0,,42,19,0.6
within a day,16.0,t,Eixample,Apartment,Entire home/apt,5,,174,1,0,50,92.0,21,2,0.42500000000000004
within an hour,5.0,t,Sants-Montjuïc,Condominium,Entire home/apt,2,,85,2,80,6,93.0,9,1,0.55
within an hour,206.0,t,Sant Martí,Apartment,Entire home/apt,5,,350,2,319,15,73.0,22,2,1.0
within a few hours,3.0,t,Sant Martí,Apartment,Private room,1,,18,31,251,4,100.0,23,1,0.6875
within an hour,1.0,t,Sants-Montjuïc,Apartment,Private room,2,,25,1,11,269,97.0,28,5,0.4
within an hour,1.0,t,Sants-Montjuïc,Apartment,Private room,2,,40,2,94,125,94.0,13,1,0.5
within a few hours,1.0,t,Nou Barris,Condominium,Private room,1,,25,5,236,21,98.0,36,14,0.6375
within an hour,1.0,t,Sarrià-Sant Gervasi,Apartment,Entire home/apt,6,,110,3,24,15,95.0,13,1,0.4
within an hour,5.0,t,Eixample,Serviced apartment,Entire home/apt,6,,200,2,272,34,91.0,22,3,0.75
within an hour,0.0,t,Sants-Montjuïc,Apartment,Private room,2,,50,1,328,0,,40,13,0.75
within an hour,1.0,t,Ciutat Vella,Apartment,Private room,2,129.0,35,2,245,313,95.0,15,3,0.7
within an hour,2.0,t,Sant Andreu,Apartment,Private room,3,,30,2,134,13,88.0,7,1,0.65
within a few hours,2.0,t,Eixample,Apartment,Private room,2,,60,1,243,6,100.0,10,1,0.6875
within an hour,36.0,t,Eixample,Apartment,Entire home/apt,6,,105,1,156,38,88.0,22,2,0.75
within an hour,1.0,t,Ciutat Vella,Apartment,Private room,3,,36,4,302,26,82.0,20,3,0.8
,1.0,t,Sant Andreu,Apartment,Private room,2,,50,2,99,34,91.0,8,2,0.25
within an hour,1.0,t,Sant Martí,Apartment,Private room,2,,43,2,324,73,96.0,37,6,0.8
within a few hours,0.0,t,Sarrià-Sant Gervasi,Condominium,Private room,2,,40,1,40,2,100.0,15,2,0.2875
within an hour,36.0,t,Ciutat Vella,Serviced apartment,Entire home/apt,6,,63,32,320,2,80.0,28,3,0.95
within an hour,116.0,t,Eixample,Apartment,Entire home/apt,6,,86,1,76,0,,19,2,0.7
within an hour,1.0,t,Sant Martí,Apartment,Private room,2,,35,1,33,5,88.0,15,1,0.4
,0.0,t,Ciutat Vella,Apartment,Entire home/apt,4,,55,180,334,1,,11,1,0.5
within an hour,13.0,t,Eixample,Apartment,Entire home/apt,4,,95,3,95,126,95.0,52,16,0.65
within an hour,1.0,t,Sant Martí,Apartment,Private room,2,,40,3,4,8,98.0,23,6,0.4
within an hour,1.0,t,Sant Andreu,Apartment,Entire home/apt,5,,91,3,260,201,98.0,39,4,0.7
within an hour,1.0,t,Eixample,Apartment,Private room,2,,79,2,78,51,93.0,26,4,0.5
within an hour,4.0,t,Eixample,Apartment,Entire home/apt,7,,120,3,131,22,92.0,15,0,0.65
within a day,6.0,t,Eixample,Apartment,Entire home/apt,5,,129,2,281,126,94.0,29,1,0.675
within an hour,12.0,t,Eixample,Apartment,Private room,1,,20,1,354,3,73.0,24,1,0.95
within an hour,116.0,t,Gràcia,Apartment,Entire home/apt,6,,85,1,143,4,95.0,31,3,0.8
,1.0,t,Eixample,Apartment,Private room,2,,100,2,52,1,100.0,12,2,0.25
within an hour,206.0,t,Eixample,Apartment,Entire home/apt,6,,350,2,343,11,84.0,26,3,1.0
within an hour,45.0,t,Sant Martí,Apartment,Entire home/apt,4,,60,32,31,0,,31,4,0.55
within an hour,1.0,t,Ciutat Vella,Apartment,Private room,3,,52,2,322,16,74.0,10,0,0.8
within an hour,3.0,t,Eixample,Apartment,Private room,2,,30,2,94,3,100.0,20,2,0.55
within a day,11.0,t,Eixample,Apartment,Entire home/apt,4,431.0,121,3,200,22,97.0,27,2,0.625
within a day,1.0,t,Ciutat Vella,Other,Private room,2,,55,2,28,81,99.0,13,1,0.275
within a day,13.0,t,Eixample,Apartment,Entire home/apt,2,,65,35,210,2,100.0,41,10,0.7250000000000001
within a day,30.0,t,Gràcia,Apartment,Entire home/apt,4,,120,2,320,24,90.0,22,0,0.825
,1.0,t,Ciutat Vella,Apartment,Private room,4,,35,1,0,0,,12,2,0.15000000000000002
within an hour,38.0,t,Eixample,Apartment,Entire home/apt,5,,90,3,149,162,90.0,22,1,0.75
within an hour,1.0,t,Sant Martí,Boat,Entire home/apt,3,,95,3,308,152,89.0,13,1,0.8
within a few hours,3.0,t,Ciutat Vella,Apartment,Entire home/apt,2,,40,32,159,2,90.0,12,2,0.5875
within an hour,1.0,t,Ciutat Vella,Loft,Entire home/apt,2,,33,32,239,44,87.0,25,3,0.7
within an hour,106.0,t,Sant Martí,Apartment,Entire home/apt,8,,239,2,299,5,88.0,20,3,0.9
within an hour,8.0,t,Eixample,Condominium,Entire home/apt,4,,53,30,168,20,92.0,21,2,0.7
within an hour,1.0,t,Eixample,Apartment,Private room,2,,67,2,240,65,92.0,17,5,0.7
within an hour,6.0,t,Eixample,Apartment,Entire home/apt,6,,99,1,142,4,95.0,31,1,0.7
within an hour,11.0,t,Eixample,Apartment,Entire home/apt,6,,99,5,232,64,98.0,49,11,0.8500000000000001
within a few hours,12.0,t,Sant Martí,Boat,Entire home/apt,10,,350,2,365,4,90.0,14,2,0.8875
within an hour,2.0,t,Sants-Montjuïc,Apartment,Private room,4,,95,2,354,10,84.0,21,1,0.85
within an hour,2.0,t,Horta-Guinardó,Condominium,Private room,2,,38,3,147,32,96.0,20,3,0.65
,1.0,t,Sants-Montjuïc,Apartment,Private room,2,,68,2,0,0,,28,5,0.15000000000000002
within an hour,2.0,t,Eixample,Apartment,Private room,2,,38,3,35,79,93.0,28,3,0.45
,1.0,t,Ciutat Vella,Apartment,Private room,1,,300,1,89,0,,14,1,0.25
within an hour,11.0,t,Eixample,Apartment,Entire home/apt,4,,80,45,190,8,100.0,37,3,0.75
within an hour,1.0,t,Sants-Montjuïc,Serviced apartment,Private room,2,,65,1,36,86,95.0,13,1,0.4
within an hour,7.0,t,Ciutat Vella,Apartment,Private room,3,,80,1,357,6,93.0,16,1,0.9
within an hour,0.0,t,Sant Martí,House,Private room,3,,50,2,0,0,,26,5,0.35
within an hour,206.0,t,Eixample,Apartment,Entire home/apt,6,,350,2,337,4,80.0,25,3,1.0
within an hour,1.0,t,Sants-Montjuïc,Apartment,Private room,2,,42,2,343,0,,11,1,0.8
within an hour,5.0,t,Eixample,Apartment,Entire home/apt,4,,211,1,295,32,92.0,33,3,0.75
within an hour,3.0,t,Ciutat Vella,Apartment,Private room,2,,34,1,82,45,94.0,31,2,0.55
,1.0,t,Eixample,Apartment,Private room,2,,50,2,0,6,100.0,12,2,0.15000000000000002
within an hour,1.0,t,Horta-Guinardó,Apartment,Entire home/apt,5,,78,2,252,211,89.0,34,5,0.7
within a day,133.0,t,Ciutat Vella,Apartment,Entire home/apt,5,,70,32,365,0,,23,2,0.875
within a few hours,101.0,t,Eixample,Apartment,Entire home/apt,4,,145,3,22,0,,22,1,0.5375
,1.0,t,Les Corts,Apartment,Private room,2,,39,1,0,8,85.0,17,5,0.15000000000000002
within an hour,21.0,t,Sarrià-Sant Gervasi,Serviced apartment,Entire home/apt,2,,215,2,232,46,99.0,31,0,0.8500000000000001
within an hour,15.0,t,Les Corts,Apartment,Private room,2,,150,1,68,1,100.0,9,1,0.65
within an hour,5.0,t,Gràcia,Apartment,Private room,2,,250,4,365,1,100.0,19,0,0.85
within an hour,2.0,t,Sants-Montjuïc,Apartment,Private room,2,,50,1,362,0,,10,1,0.85
within an hour,2.0,t,Ciutat Vella,Apartment,Entire home/apt,2,,150,1,29,1,60.0,3,2,0.45
within an hour,49.0,t,Sant Martí,Apartment,Entire home/apt,8,,162,1,315,13,86.0,22,1,0.95
within an hour,45.0,t,Eixample,Apartment,Entire home/apt,5,,135,3,258,55,85.0,34,3,0.8500000000000001
within a day,2.0,t,Sants-Montjuïc,Apartment,Private room,2,,45,5,328,3,87.0,11,1,0.725
